Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S142,Python,97,48,56,182,91,7,Programming,Advanced
S142,SQL,83,52,83,49,61,3,Database,Advanced
S142,Git,87,99,100,193,77,25,Tools,Advanced
S142,Machine Learning,81,59,75,48,83,3,AI,Advanced
S142,Web Development,49,44,52,95,92,19,Development,Beginner
S142,NLP,74,84,57,37,86,4,AI,Intermediate
S142,C++,61,71,58,128,54,8,Programming,Intermediate
S142,Statistics,73,83,75,45,74,22,Analytics,Intermediate
S143,Statistics,44,71,88,178,67,22,Analytics,Beginner
S143,Linux,51,73,84,114,61,17,Tools,Intermediate
S143,C++,78,47,58,27,82,7,Programming,Advanced
S143,Algorithms,75,69,71,79,60,22,Programming,Advanced
S143,Computer Vision,51,45,92,92,95,3,AI,Intermediate
S143,Python,42,41,51,182,52,27,Programming,Beginner
S143,Cloud Computing,65,72,65,169,98,29,Cloud,Intermediate
S143,Tableau,90,60,65,14,92,10,Visualization,Advanced
S143,Machine Learning,52,86,78,73,59,18,AI,Intermediate
S143,Deep Learning,53,56,82,47,71,1,AI,Intermediate
S144,Linux,93,77,75,163,82,19,Tools,Advanced
S144,Cloud Computing,91,66,54,47,50,1,Cloud,Advanced
S144,Statistics,76,99,67,100,75,9,Analytics,Advanced
S144,Machine Learning,64,84,77,175,65,29,AI,Intermediate
S144,Python,86,68,94,19,69,12,Programming,Advanced
S144,Cyber Security,76,54,60,117,98,28,Security,Advanced
S144,Deep Learning,51,68,88,131,59,28,AI,Intermediate
S144,Tableau,90,93,56,185,54,28,Visualization,Advanced
S144,Git,83,64,77,118,70,7,Tools,Advanced
S144,Data Analysis,60,87,60,149,70,30,Analytics,Intermediate
S145,Tableau,91,64,66,90,66,30,Visualization,Advanced
S145,Statistics,96,79,99,74,67,11,Analytics,Advanced
S145,Git,86,86,80,149,81,13,Tools,Advanced
S145,NLP,52,40,76,123,85,24,AI,Intermediate
S145,C++,60,58,77,71,95,28,Programming,Intermediate
S145,Machine Learning,55,59,88,67,79,11,AI,Intermediate
S145,Linux,66,100,79,146,90,20,Tools,Intermediate
S145,Python,99,82,94,44,87,10,Programming,Advanced
S145,Data Structures,49,81,60,33,77,6,Programming,Beginner
S145,Data Analysis,87,92,72,198,78,12,Analytics,Advanced
S146,Cyber Security,74,79,82,76,98,5,Security,Intermediate
S146,Power BI,99,46,87,34,88,10,Visualization,Advanced
S146,Cloud Computing,46,68,56,43,87,7,Cloud,Beginner
S146,Data Structures,60,70,73,59,53,3,Programming,Intermediate
S146,Web Development,87,92,74,158,100,21,Development,Advanced
S146,NLP,68,77,83,88,99,14,AI,Intermediate
S146,Computer Vision,75,98,66,86,68,11,AI,Advanced
S146,Java,63,68,78,20,95,30,Programming,Intermediate
S146,Machine Learning,51,99,52,73,57,23,AI,Intermediate
S146,Linux,64,96,70,83,67,28,Tools,Intermediate
S147,Statistics,89,90,84,168,72,20,Analytics,Advanced
S147,Linux,53,68,89,28,62,14,Tools,Intermediate
S147,Python,93,69,74,56,56,11,Programming,Advanced
S147,Web Development,90,89,98,177,75,6,Development,Advanced
S147,Data Structures,84,57,78,52,89,13,Programming,Advanced
S147,Computer Vision,89,83,87,29,64,18,AI,Advanced
S147,C++,78,93,55,63,61,26,Programming,Advanced
S147,Machine Learning,66,89,57,42,55,20,AI,Intermediate
S147,Cyber Security,63,62,73,197,96,1,Security,Intermediate
S147,Excel,84,94,72,84,86,15,Visualization,Advanced
S148,Java,72,93,69,181,52,25,Programming,Intermediate
S148,SQL,47,82,90,103,78,11,Database,Beginner
S148,C++,42,80,87,90,98,2,Programming,Beginner
S148,Git,57,77,76,85,54,22,Tools,Intermediate
S148,Data Analysis,62,40,92,167,87,26,Analytics,Intermediate
S148,Statistics,41,69,66,179,66,27,Analytics,Beginner
S148,Cyber Security,57,98,50,165,75,25,Security,Intermediate
S148,NLP,77,62,64,189,84,23,AI,Advanced
S148,Computer Vision,49,52,94,118,55,5,AI,Beginner
S148,Tableau,88,83,66,119,57,5,Visualization,Advanced
S149,Machine Learning,91,95,92,129,70,19,AI,Advanced
S149,Deep Learning,78,64,66,47,58,15,AI,Advanced
S149,Web Development,58,68,68,139,60,26,Development,Intermediate
S149,Excel,93,89,57,76,62,16,Visualization,Advanced
S149,Cloud Computing,67,65,53,147,66,29,Cloud,Intermediate
S149,Data Structures,88,53,100,77,79,8,Programming,Advanced
S149,NLP,86,99,60,67,72,2,AI,Advanced
S149,Tableau,78,100,59,155,67,26,Visualization,Advanced
S149,Power BI,45,52,60,188,63,1,Visualization,Beginner
S149,Cyber Security,61,87,79,183,75,30,Security,Intermediate
S150,Deep Learning,52,50,72,146,88,30,AI,Intermediate
S150,Cyber Security,57,73,74,143,95,21,Security,Intermediate
S150,Statistics,80,57,95,85,87,10,Analytics,Advanced
S150,Power BI,51,71,89,74,94,25,Visualization,Intermediate
S150,NLP,83,58,51,107,86,13,AI,Advanced
S150,Machine Learning,63,98,88,96,68,24,AI,Intermediate
S150,C++,77,81,67,162,82,8,Programming,Advanced
S150,Linux,63,92,66,22,68,29,Tools,Intermediate
S150,Web Development,47,92,62,111,87,26,Development,Beginner
S150,Data Structures,44,59,80,163,63,5,Programming,Beginner
S151,Cloud Computing,79,62,66,110,84,3,Cloud,Advanced
S151,C++,54,80,100,124,76,8,Programming,Intermediate
S151,Computer Vision,65,45,63,25,88,1,AI,Intermediate
S151,NLP,49,99,69,39,64,24,AI,Beginner
S151,SQL,81,92,89,79,58,15,Database,Advanced
S151,Git,58,41,77,13,79,4,Tools,Intermediate
S151,Data Analysis,70,42,67,46,83,14,Analytics,Intermediate
S151,Web Development,42,59,51,77,64,9,Development,Beginner
S151,Deep Learning,91,54,84,62,90,3,AI,Advanced
S151,Excel,76,65,57,70,52,8,Visualization,Advanced
S152,Cloud Computing,59,54,78,59,90,30,Cloud,Intermediate
S152,C++,48,56,91,105,61,14,Programming,Beginner
S152,Data Structures,78,80,77,15,98,26,Programming,Advanced
S152,Data Analysis,69,86,74,152,94,25,Analytics,Intermediate
S152,Tableau,92,58,64,111,70,14,Visualization,Advanced
S152,SQL,63,86,82,117,89,13,Database,Intermediate
S152,Machine Learning,62,68,69,67,82,15,AI,Intermediate
S152,Power BI,90,56,96,190,80,14,Visualization,Advanced
S152,Computer Vision,57,53,92,64,81,27,AI,Intermediate
S152,Excel,53,65,72,15,89,7,Visualization,Intermediate
S153,Computer Vision,49,54,75,73,92,12,AI,Beginner
S153,Power BI,94,79,78,16,64,30,Visualization,Advanced
S153,Deep Learning,46,49,76,42,78,22,AI,Beginner
S153,Excel,87,91,84,139,84,9,Visualization,Advanced
S153,C++,77,90,90,76,62,8,Programming,Advanced
S153,Web Development,93,61,83,169,63,4,Development,Advanced
S153,Cyber Security,63,94,61,51,88,18,Security,Intermediate
S153,SQL,97,73,98,92,65,15,Database,Advanced
S153,Statistics,84,45,51,119,55,1,Analytics,Advanced
S153,Linux,88,68,59,13,81,3,Tools,Advanced
S154,Statistics,93,48,82,82,82,29,Analytics,Advanced
S154,NLP,51,67,83,34,90,1,AI,Intermediate
S154,Web Development,85,64,71,97,99,28,Development,Advanced
S154,Tableau,67,95,51,146,58,8,Visualization,Intermediate
S154,Cloud Computing,48,46,96,27,50,27,Cloud,Beginner
S154,Data Analysis,75,63,90,40,97,7,Analytics,Advanced
S154,Java,85,60,77,108,64,26,Programming,Advanced
S154,SQL,72,97,79,53,59,19,Database,Intermediate
S154,Algorithms,73,94,91,190,70,18,Programming,Intermediate
S154,Excel,77,87,58,13,83,19,Visualization,Advanced
S155,Web Development,85,63,84,55,64,19,Development,Advanced
S155,Cloud Computing,79,65,65,73,100,15,Cloud,Advanced
S155,Excel,47,49,61,10,97,5,Visualization,Beginner
S155,Data Analysis,49,77,54,66,64,24,Analytics,Beginner
S155,Power BI,70,79,73,84,81,25,Visualization,Intermediate
S155,Python,83,53,72,105,78,23,Programming,Advanced
S155,Computer Vision,73,80,98,51,77,25,AI,Intermediate
S155,Machine Learning,67,96,100,136,83,15,AI,Intermediate
S155,SQL,59,40,96,33,92,16,Database,Intermediate
S155,Data Structures,59,47,77,148,51,20,Programming,Intermediate
S156,Tableau,71,41,78,99,74,29,Visualization,Intermediate
S156,Deep Learning,79,75,61,79,67,19,AI,Advanced
S156,Git,53,69,62,103,67,13,Tools,Intermediate
S156,NLP,51,50,82,11,99,8,AI,Intermediate
S156,Excel,62,51,74,72,53,7,Visualization,Intermediate
S156,Algorithms,78,84,70,126,82,21,Programming,Advanced
S156,Linux,62,74,76,87,57,1,Tools,Intermediate
S156,C++,65,60,53,133,99,15,Programming,Intermediate
S156,Machine Learning,56,81,63,145,60,27,AI,Intermediate
S156,Data Analysis,99,79,84,76,94,29,Analytics,Advanced
S157,Machine Learning,57,49,83,86,70,22,AI,Intermediate
S157,Git,62,69,73,105,67,19,Tools,Intermediate
S157,Computer Vision,56,45,87,12,69,24,AI,Intermediate
S157,C++,69,55,69,16,50,4,Programming,Intermediate
S157,Java,88,46,85,37,100,15,Programming,Advanced
S157,Data Analysis,60,67,71,160,82,15,Analytics,Intermediate
S157,NLP,44,71,80,43,86,27,AI,Beginner
S157,Power BI,51,44,75,138,81,10,Visualization,Intermediate
S157,Excel,53,100,56,12,67,23,Visualization,Intermediate
S157,Algorithms,58,57,86,131,77,24,Programming,Intermediate
S158,Tableau,49,89,98,133,96,24,Visualization,Beginner
S158,SQL,71,84,80,75,93,19,Database,Intermediate
S158,Cyber Security,61,79,94,197,87,9,Security,Intermediate
S158,Linux,68,80,92,80,85,6,Tools,Intermediate
S158,Git,67,60,80,152,75,20,Tools,Intermediate
S158,Deep Learning,54,63,78,149,83,10,AI,Intermediate
S158,Computer Vision,84,89,84,122,50,12,AI,Advanced
S158,Machine Learning,82,88,80,76,73,13,AI,Advanced
S158,Statistics,77,55,96,41,89,5,Analytics,Advanced
S158,Java,72,72,55,151,60,15,Programming,Intermediate
S159,Cloud Computing,83,83,86,59,81,21,Cloud,Advanced
S159,Java,53,40,98,105,97,13,Programming,Intermediate
S159,Machine Learning,93,50,68,29,52,17,AI,Advanced
S159,Data Analysis,53,86,74,73,85,30,Analytics,Intermediate
S159,Algorithms,89,82,83,23,97,15,Programming,Advanced
S159,Python,43,97,54,153,57,18,Programming,Beginner
S159,Tableau,78,93,81,171,71,7,Visualization,Advanced
S159,Power BI,46,51,83,76,85,7,Visualization,Beginner
S159,Web Development,75,86,64,188,53,19,Development,Advanced
S159,Data Structures,76,67,89,129,66,7,Programming,Advanced
S160,Linux,46,81,84,132,99,19,Tools,Beginner
S160,C++,74,93,84,87,57,2,Programming,Intermediate
S160,Cyber Security,67,95,71,191,84,2,Security,Intermediate
S160,Computer Vision,80,89,73,60,50,11,AI,Advanced
S160,Java,60,82,57,87,90,1,Programming,Intermediate
S160,Deep Learning,51,97,59,145,59,27,AI,Intermediate
S160,Machine Learning,64,50,62,77,60,6,AI,Intermediate
S160,Tableau,90,57,69,185,91,18,Visualization,Advanced
S160,Power BI,74,42,89,68,54,12,Visualization,Intermediate
S160,Cloud Computing,42,90,66,121,76,28,Cloud,Beginner
S161,NLP,70,40,64,198,92,19,AI,Intermediate
S161,Excel,98,80,91,50,72,8,Visualization,Advanced
S161,Cyber Security,66,99,89,114,81,20,Security,Intermediate
S161,Git,65,78,64,116,71,30,Tools,Intermediate
S161,Java,99,79,66,141,94,23,Programming,Advanced
S161,Data Analysis,89,90,72,89,64,16,Analytics,Advanced
S161,Power BI,90,77,59,86,64,15,Visualization,Advanced
S161,Statistics,66,97,73,48,60,6,Analytics,Intermediate
S161,SQL,61,83,58,168,70,5,Database,Intermediate
S161,Data Structures,72,96,90,151,72,21,Programming,Intermediate
S162,Git,75,76,100,144,96,26,Tools,Advanced
S162,C++,72,66,51,126,58,18,Programming,Intermediate
S162,Excel,92,40,88,165,76,4,Visualization,Advanced
S162,Linux,68,58,77,71,87,7,Tools,Intermediate
S162,Web Development,41,94,84,96,54,23,Development,Beginner
S162,Machine Learning,98,48,83,160,64,28,AI,Advanced
S162,Computer Vision,97,63,61,68,53,20,AI,Advanced
S162,Tableau,94,72,56,188,100,14,Visualization,Advanced
S162,NLP,69,65,93,181,99,9,AI,Intermediate
S162,Power BI,61,74,61,111,53,9,Visualization,Intermediate
S163,Web Development,59,52,50,193,84,22,Development,Intermediate
S163,C++,67,52,77,39,63,24,Programming,Intermediate
S163,Algorithms,74,48,77,31,91,18,Programming,Intermediate
S163,Computer Vision,65,68,66,186,74,4,AI,Intermediate
S163,Machine Learning,65,63,68,194,94,4,AI,Intermediate
S163,Git,40,78,97,54,80,7,Tools,Beginner
S163,Cloud Computing,72,60,84,128,82,12,Cloud,Intermediate
S163,Deep Learning,70,91,57,37,79,1,AI,Intermediate
S163,Java,89,75,98,107,91,30,Programming,Advanced
S163,Statistics,74,69,74,183,97,2,Analytics,Intermediate
S164,Python,94,44,58,84,74,18,Programming,Advanced
S164,Cloud Computing,57,59,75,131,67,21,Cloud,Intermediate
S164,Statistics,62,61,57,95,95,20,Analytics,Intermediate
S164,Cyber Security,55,72,91,164,57,8,Security,Intermediate
S164,Git,50,81,98,94,89,10,Tools,Intermediate
S164,Deep Learning,95,55,92,176,57,23,AI,Advanced
S164,Data Structures,75,48,98,129,99,30,Programming,Advanced
S164,Web Development,63,93,81,68,74,24,Development,Intermediate
S164,SQL,80,48,78,186,80,29,Database,Advanced
S164,Tableau,70,58,89,75,96,22,Visualization,Intermediate
S165,Git,94,45,90,59,50,27,Tools,Advanced
S165,Cyber Security,81,80,83,171,58,12,Security,Advanced
S165,Statistics,47,95,80,111,55,28,Analytics,Beginner
S165,Algorithms,52,98,100,27,56,22,Programming,Intermediate
S165,Data Structures,63,77,90,128,62,18,Programming,Intermediate
S165,Machine Learning,41,53,64,91,99,29,AI,Beginner
S165,Data Analysis,91,85,91,124,74,10,Analytics,Advanced
S165,Computer Vision,69,80,99,200,87,1,AI,Intermediate
S165,Linux,45,87,91,90,51,9,Tools,Beginner
S165,C++,87,86,60,190,99,10,Programming,Advanced
S166,Deep Learning,45,65,50,99,75,3,AI,Beginner
S166,Linux,90,92,67,135,96,8,Tools,Advanced
S166,Power BI,63,62,63,19,99,7,Visualization,Intermediate
S166,Cloud Computing,53,89,64,47,89,14,Cloud,Intermediate
S166,C++,52,84,63,32,82,20,Programming,Intermediate
S166,Data Structures,92,90,75,67,72,5,Programming,Advanced
S166,Machine Learning,77,65,83,51,79,17,AI,Advanced
S166,SQL,53,68,100,146,55,14,Database,Intermediate
S166,Data Analysis,73,61,91,148,83,5,Analytics,Intermediate
S166,Java,59,80,94,179,98,8,Programming,Intermediate
S167,Cloud Computing,94,64,70,197,93,25,Cloud,Advanced
S167,Statistics,89,59,91,181,50,3,Analytics,Advanced
S167,Data Structures,70,77,50,192,92,7,Programming,Intermediate
S167,Python,92,94,88,151,63,6,Programming,Advanced
S167,Deep Learning,84,68,75,155,77,10,AI,Advanced
S167,Power BI,96,49,55,70,69,12,Visualization,Advanced
S167,Java,81,94,92,97,56,6,Programming,Advanced
S167,Computer Vision,87,64,98,134,58,17,AI,Advanced
S167,Cyber Security,97,54,74,140,53,24,Security,Advanced
S167,Web Development,63,46,64,90,76,11,Development,Intermediate
S168,C++,95,90,69,143,87,24,Programming,Advanced
S168,Tableau,96,55,52,157,93,30,Visualization,Advanced
S168,Algorithms,67,83,77,147,98,30,Programming,Intermediate
S168,Power BI,75,92,63,136,61,8,Visualization,Advanced
S168,Computer Vision,70,48,86,145,76,26,AI,Intermediate
S168,Python,81,58,94,158,69,4,Programming,Advanced
S168,Deep Learning,55,51,75,136,80,2,AI,Intermediate
S168,Java,88,49,69,10,64,14,Programming,Advanced
S168,Data Analysis,93,90,70,158,57,5,Analytics,Advanced
S168,Machine Learning,84,42,76,146,53,25,AI,Advanced
S169,Git,57,53,60,99,95,10,Tools,Intermediate
S169,Web Development,80,58,66,32,77,6,Development,Advanced
S169,Machine Learning,43,99,94,45,54,2,AI,Beginner
S169,Deep Learning,68,93,53,24,81,17,AI,Intermediate
S169,Linux,77,80,89,96,54,7,Tools,Advanced
S169,SQL,61,41,73,47,76,14,Database,Intermediate
S169,Computer Vision,42,55,65,24,63,30,AI,Beginner
S169,NLP,88,100,60,126,51,6,AI,Advanced
S169,C++,85,85,96,35,84,27,Programming,Advanced
S169,Java,95,44,93,82,86,4,Programming,Advanced
S170,Excel,59,86,82,109,91,16,Visualization,Intermediate
S170,Power BI,64,81,76,108,61,14,Visualization,Intermediate
S170,Java,55,92,74,125,63,25,Programming,Intermediate
S170,Linux,52,75,73,153,60,9,Tools,Intermediate
S170,Cyber Security,43,73,53,191,51,23,Security,Beginner
S170,Machine Learning,65,55,68,59,80,24,AI,Intermediate
S170,NLP,77,55,89,198,61,22,AI,Advanced
S170,Data Structures,89,85,65,74,57,16,Programming,Advanced
S170,Algorithms,78,45,77,139,61,16,Programming,Advanced
S170,Deep Learning,99,66,88,191,73,20,AI,Advanced
S171,Data Analysis,85,78,79,22,62,6,Analytics,Advanced
S171,C++,83,88,52,119,61,11,Programming,Advanced
S171,Java,88,73,84,92,98,11,Programming,Advanced
S171,Web Development,88,86,84,20,89,6,Development,Advanced
S171,Cyber Security,93,63,56,197,51,19,Security,Advanced
S171,Power BI,55,97,78,156,83,25,Visualization,Intermediate
S171,Cloud Computing,95,44,86,89,93,24,Cloud,Advanced
S171,Tableau,44,43,95,144,56,27,Visualization,Beginner
S171,SQL,70,69,57,178,77,3,Database,Intermediate
S171,Deep Learning,62,42,71,16,71,17,AI,Intermediate
S172,Deep Learning,40,89,86,21,95,25,AI,Beginner
S172,Data Structures,91,42,96,186,90,30,Programming,Advanced
S172,Excel,42,41,75,117,81,26,Visualization,Beginner
S172,Git,87,81,64,98,79,7,Tools,Advanced
S172,Machine Learning,97,59,54,119,62,4,AI,Advanced
S172,NLP,61,55,80,177,96,5,AI,Intermediate
S172,Tableau,63,95,99,44,94,12,Visualization,Intermediate
S172,SQL,43,92,94,51,67,27,Database,Beginner
S172,Computer Vision,91,94,99,45,83,6,AI,Advanced
S172,Statistics,68,78,99,181,58,12,Analytics,Intermediate
S173,Data Analysis,86,63,90,110,78,17,Analytics,Advanced
S173,Cloud Computing,96,67,57,184,61,7,Cloud,Advanced
S173,Cyber Security,64,78,85,198,91,4,Security,Intermediate
S173,Algorithms,69,84,73,164,75,23,Programming,Intermediate
S173,Statistics,57,55,93,99,83,22,Analytics,Intermediate
S173,Excel,84,90,79,175,79,28,Visualization,Advanced
S173,Linux,99,45,86,158,69,4,Tools,Advanced
S173,NLP,58,65,100,13,91,6,AI,Intermediate
S173,Machine Learning,75,83,52,103,89,6,AI,Advanced
S173,Web Development,95,55,62,124,96,11,Development,Advanced
S174,Data Structures,63,56,86,177,77,14,Programming,Intermediate
S174,Data Analysis,78,80,54,103,57,5,Analytics,Advanced
S174,Algorithms,86,85,76,58,72,17,Programming,Advanced
S174,Computer Vision,69,49,86,94,83,17,AI,Intermediate
S174,Statistics,57,57,51,110,100,22,Analytics,Intermediate
S174,NLP,79,52,99,196,92,4,AI,Advanced
S174,Cyber Security,93,67,91,162,65,13,Security,Advanced
S174,Linux,54,96,66,56,69,11,Tools,Intermediate
S174,Web Development,47,80,54,144,51,7,Development,Beginner
S174,Git,96,69,84,40,81,8,Tools,Advanced
S175,C++,94,86,79,199,72,5,Programming,Advanced
S175,Deep Learning,76,86,96,58,82,8,AI,Advanced
S175,Excel,54,71,64,174,80,19,Visualization,Intermediate
S175,Computer Vision,67,79,62,84,77,16,AI,Intermediate
S175,Data Structures,76,42,62,116,77,6,Programming,Advanced
S175,NLP,92,90,58,34,50,22,AI,Advanced
S175,Statistics,72,85,57,199,99,5,Analytics,Intermediate
S175,Data Analysis,69,57,64,73,94,3,Analytics,Intermediate
S175,Algorithms,43,43,67,17,84,4,Programming,Beginner
S175,Power BI,45,86,88,139,85,3,Visualization,Beginner
S176,Deep Learning,49,91,87,47,86,18,AI,Beginner
S176,Java,44,42,54,22,90,7,Programming,Beginner
S176,Power BI,64,96,56,28,51,14,Visualization,Intermediate
S176,Linux,71,87,63,59,56,6,Tools,Intermediate
S176,Algorithms,95,89,65,61,94,21,Programming,Advanced
S176,Tableau,42,84,60,90,94,7,Visualization,Beginner
S176,Data Structures,85,41,93,39,87,17,Programming,Advanced
S176,Cyber Security,53,80,55,30,66,17,Security,Intermediate
S176,Statistics,88,97,77,199,89,27,Analytics,Advanced
S176,Computer Vision,67,42,87,48,80,10,AI,Intermediate
S177,Git,57,97,50,62,53,23,Tools,Intermediate
S177,Linux,54,90,92,180,59,13,Tools,Intermediate
S177,Machine Learning,88,61,71,177,88,9,AI,Advanced
S177,Data Analysis,55,90,82,198,68,10,Analytics,Intermediate
S177,Cloud Computing,57,76,72,91,74,28,Cloud,Intermediate
S177,Statistics,44,83,88,126,63,21,Analytics,Beginner
S177,C++,81,84,99,22,90,15,Programming,Advanced
S177,Algorithms,41,62,88,51,58,11,Programming,Beginner
S177,Python,76,57,57,140,60,3,Programming,Advanced
S177,SQL,80,56,58,38,74,7,Database,Advanced
S178,Algorithms,85,78,53,129,56,22,Programming,Advanced
S178,Power BI,93,42,66,200,100,5,Visualization,Advanced
S178,Excel,63,100,51,153,98,30,Visualization,Intermediate
S178,Data Structures,83,76,52,145,95,7,Programming,Advanced
S178,Web Development,78,74,95,39,66,25,Development,Advanced
S178,Machine Learning,66,89,67,194,87,25,AI,Intermediate
S178,SQL,69,88,54,88,95,15,Database,Intermediate
S178,Computer Vision,72,47,95,13,73,12,AI,Intermediate
S178,Statistics,87,42,89,130,87,18,Analytics,Advanced
S178,NLP,93,45,84,172,65,4,AI,Advanced
S179,NLP,87,68,99,42,75,25,AI,Advanced
S179,Python,41,96,70,143,58,25,Programming,Beginner
S179,Git,82,85,90,24,59,29,Tools,Advanced
S179,Excel,68,67,94,84,89,4,Visualization,Intermediate
S179,Tableau,59,53,57,200,63,6,Visualization,Intermediate
S179,Deep Learning,83,55,84,65,84,11,AI,Advanced
S179,Computer Vision,73,66,91,200,68,9,AI,Intermediate
S179,Machine Learning,67,50,99,92,60,23,AI,Intermediate
S179,C++,65,82,71,31,53,23,Programming,Intermediate
S179,Cyber Security,45,91,89,100,79,11,Security,Beginner
S180,Python,89,82,98,172,57,14,Programming,Advanced
S180,Cyber Security,86,75,99,166,73,18,Security,Advanced
S180,NLP,46,58,88,112,53,23,AI,Beginner
S180,C++,47,91,76,33,56,13,Programming,Beginner
S180,Git,53,82,84,58,67,20,Tools,Intermediate
S180,Web Development,69,99,65,188,57,15,Development,Intermediate
S180,Power BI,64,99,93,94,75,24,Visualization,Intermediate
S180,Statistics,69,78,56,38,72,6,Analytics,Intermediate
S180,Cloud Computing,54,41,55,40,82,16,Cloud,Intermediate
S180,Algorithms,70,88,55,126,54,26,Programming,Intermediate
S181,Machine Learning,69,76,75,151,77,5,AI,Intermediate
S181,Linux,89,45,77,137,56,3,Tools,Advanced
S181,Tableau,63,41,81,192,99,29,Visualization,Intermediate
S181,SQL,43,82,85,129,70,9,Database,Beginner
S181,NLP,40,89,96,70,78,16,AI,Beginner
S181,Python,59,77,89,157,73,12,Programming,Intermediate
S181,Cyber Security,49,87,100,50,77,2,Security,Beginner
S181,Data Analysis,67,97,70,179,74,12,Analytics,Intermediate
S181,Cloud Computing,94,70,74,117,69,24,Cloud,Advanced
S181,Computer Vision,83,40,100,143,76,8,AI,Advanced
S182,Tableau,81,60,71,27,90,8,Visualization,Advanced
S182,Data Analysis,70,95,58,57,83,3,Analytics,Intermediate
S182,NLP,93,67,68,64,86,19,AI,Advanced
S182,Algorithms,80,73,74,65,85,11,Programming,Advanced
S182,SQL,75,53,66,150,62,16,Database,Advanced
S182,C++,71,90,100,89,83,29,Programming,Intermediate
S182,Java,84,47,53,156,83,22,Programming,Advanced
S182,Computer Vision,42,70,52,73,88,17,AI,Beginner
S182,Git,94,62,90,83,68,7,Tools,Advanced
S182,Power BI,97,57,51,23,59,28,Visualization,Advanced
S183,Data Structures,46,91,99,39,65,25,Programming,Beginner
S183,Linux,57,65,58,99,74,6,Tools,Intermediate
S183,Cloud Computing,59,92,82,179,93,25,Cloud,Intermediate
S183,Excel,52,47,86,22,80,12,Visualization,Intermediate
S183,Web Development,53,96,72,133,74,5,Development,Intermediate
S183,Java,77,91,72,195,95,22,Programming,Advanced
S183,SQL,69,40,67,141,51,6,Database,Intermediate
S183,Power BI,48,72,58,123,54,8,Visualization,Beginner
S183,C++,68,67,70,46,88,13,Programming,Intermediate
S183,Cyber Security,46,77,92,10,67,19,Security,Beginner
S184,Cloud Computing,87,49,64,55,93,5,Cloud,Advanced
S184,Deep Learning,72,96,67,70,83,25,AI,Intermediate
S184,Algorithms,51,99,97,186,96,29,Programming,Intermediate
S184,Computer Vision,77,67,50,179,53,30,AI,Advanced
S184,Power BI,42,64,90,66,83,9,Visualization,Beginner
S184,Statistics,94,100,59,44,71,13,Analytics,Advanced
S184,Git,73,47,72,45,94,30,Tools,Intermediate
S184,SQL,83,73,66,97,90,18,Database,Advanced
S184,Cyber Security,71,43,70,170,71,25,Security,Intermediate
S184,Linux,62,56,74,174,77,2,Tools,Intermediate
S185,Machine Learning,91,64,98,47,62,8,AI,Advanced
S185,Tableau,76,72,85,161,88,18,Visualization,Advanced
S185,Cloud Computing,65,93,89,165,74,22,Cloud,Intermediate
S185,Python,69,68,59,62,63,17,Programming,Intermediate
S185,NLP,93,42,92,13,89,10,AI,Advanced
S185,Git,78,55,61,62,52,7,Tools,Advanced
S185,Linux,45,44,80,90,75,19,Tools,Beginner
S185,Web Development,98,85,93,60,66,5,Development,Advanced
S185,Java,93,81,59,160,95,20,Programming,Advanced
S185,Computer Vision,61,65,98,165,69,12,AI,Intermediate
S186,Cloud Computing,74,82,54,95,90,23,Cloud,Intermediate
S186,Data Analysis,62,71,68,188,65,14,Analytics,Intermediate
S186,Computer Vision,62,74,76,106,71,4,AI,Intermediate
S186,Cyber Security,42,48,78,31,71,10,Security,Beginner
S186,Deep Learning,63,90,74,142,94,12,AI,Intermediate
S186,Machine Learning,82,95,68,23,50,14,AI,Advanced
S186,Python,41,74,96,27,85,8,Programming,Beginner
S186,C++,61,54,59,48,82,11,Programming,Intermediate
S186,Linux,41,79,64,115,83,1,Tools,Beginner
S186,NLP,80,64,100,191,94,9,AI,Advanced
S187,Statistics,70,63,63,167,56,1,Analytics,Intermediate
S187,Data Structures,84,46,93,131,89,1,Programming,Advanced
S187,Deep Learning,66,94,82,164,78,3,AI,Intermediate
S187,Tableau,91,75,73,161,71,8,Visualization,Advanced
S187,SQL,98,95,73,60,72,7,Database,Advanced
S187,Linux,97,87,69,200,64,9,Tools,Advanced
S187,Java,52,85,67,46,61,1,Programming,Intermediate
S187,Power BI,96,100,61,11,50,15,Visualization,Advanced
S187,C++,52,49,60,110,99,18,Programming,Intermediate
S187,NLP,90,61,98,22,70,6,AI,Advanced
S188,Java,63,58,88,70,56,1,Programming,Intermediate
S188,Data Structures,80,96,56,114,66,19,Programming,Advanced
S188,Cloud Computing,91,63,56,38,82,26,Cloud,Advanced
S188,Python,75,97,69,32,96,9,Programming,Advanced
S188,Computer Vision,93,75,81,48,55,14,AI,Advanced
S188,Tableau,94,66,57,200,74,30,Visualization,Advanced
S188,SQL,77,69,60,100,53,18,Database,Advanced
S188,C++,85,48,76,113,78,3,Programming,Advanced
S188,Web Development,80,50,66,62,85,9,Development,Advanced
S188,Algorithms,60,49,88,146,59,18,Programming,Intermediate
S189,Python,45,55,52,105,62,23,Programming,Beginner
S189,Machine Learning,99,97,54,78,94,4,AI,Advanced
